
time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,Bx,By,Bz,Azimuth,Pitch,Roll,Gain,Latitude,Longitude,Speed (m/s),Altitude (m),
34.118064,0.0015,0.1310,0.9718,-0.2590,-0.0343,-0.2100,-0.0063,0.0037,-0.1996,-40.0500,12.1125,-4.8375,133.5414,-7.8303,1.3538,85.8828,33.41470520,-111.92145650,4.42999983,336.79296875,
34.219343,0.0074,0.1266,0.9840,-0.1067,-0.1166,-0.2478,-0.0063,0.0123,-0.1826,-39.0375,13.5375,-5.6813,134.8236,-7.7543,0.9836,88.0238,33.41470520,-111.92145650,4.42999983,336.79296875,
34.319592,-0.0146,0.1335,1.0001,-0.1969,-0.0871,-0.0350,0.0023,0.0027,-0.1655,-38.8688,12.5813,-5.6250,136.1188,-7.6708,0.6912,88.0238,33.41470520,-111.92145650,4.42999983,336.79296875,
34.419501,-0.0297,0.1207,0.9928,-0.2902,-0.1513,0.0184,0.0033,-0.0186,-0.1527,-40.2938,12.5250,-3.7875,137.1392,-7.5792,0.4392,88.0238,33.41470520,-111.92145650,4.42999983,336.79296875,
34.519135,-0.0112,0.1032,1.0270,-0.1197,-0.1772,0.2095,0.0119,0.0059,-0.1389,-41.1750,11.6250,-4.8000,138.2169,-7.4705,0.1011,89.6019,33.41470520,-111.92145650,4.42999983,336.79296875,
34.619671,-0.0273,0.1227,0.9996,-0.2126,-0.0319,-0.1366,0.0001,0.0027,-0.1272,-40.7063,11.0625,-4.6500,139.0417,-7.2587,-0.1333,89.6019,33.41470520,-111.92145650,4.42999983,337.42767334,
34.720908,-0.0146,0.1120,0.9899,-0.1193,-0.1521,-0.0632,0.0119,0.0069,-0.1091,-40.3875,10.4250,-2.6438,140.1708,-7.2288,-0.4422,89.6019,33.41472517,-111.92139578,6.23999977,337.42767334,
34.822333,-0.0297,0.0963,0.9962,-0.0973,-0.2878,0.0248,0.0044,-0.0027,-0.1005,-40.8375,7.6313,0.8063,140.4216,-7.0687,-0.6389,88.3550,33.41472517,-111.92139578,6.23999977,337.42767334,
34.925665,-0.0273,0.0992,1.0158,-0.1329,-0.2669,0.1775,0.0055,-0.0048,-0.0973,-38.2313,7.9500,-0.2438,140.8849,-6.8465,-0.8812,88.3550,33.41472517,-111.92139578,6.23999977,337.42767334,
35.030760,-0.0361,0.1041,1.0138,-0.1050,-0.1222,0.0993,0.0076,-0.0112,-0.0899,-36.2063,6.3563,1.0688,141.2309,-6.6398,-1.0236,88.3550,33.41472517,-111.92139578,6.23999977,337.42767334,
35.130613,-0.0146,0.0861,1.0099,0.0533,-0.3811,0.0855,0.0076,0.0346,-0.0824,-36.6000,6.2625,2.0438,141.5615,-6.4765,-1.2596,87.2435,33.41472517,-111.92139578,6.23999977,337.42767334,
35.231092,-0.0547,0.0748,1.0099,-0.1682,-0.2226,0.0641,-0.0031,-0.0112,-0.0803,-34.3688,5.0625,3.3938,141.0759,-6.2236,-1.3980,87.2435,33.41472517,-111.92139578,6.23999977,337.42767334,
35.332115,-0.0297,0.0743,1.0070,-0.1851,-0.1936,0.0973,0.0023,-0.0101,-0.0803,-32.9625,3.2813,8.0625,141.2085,-5.9063,-1.5448,87.2435,33.41472517,-111.92139578,6.23999977,337.42767334,
35.433255,-0.0434,0.0714,1.0182,-0.0822,-0.2916,0.1776,0.0140,-0.0123,-0.0707,-32.8688,3.9375,9.1688,141.2032,-5.7376,-1.5772,87.8204,33.41472517,-111.92139578,6.23999977,337.42767334,
35.532797,-0.0454,0.0523,1.0216,-0.0019,-0.3896,0.2865,0.0193,-0.0101,-0.0664,-33.0000,3.6750,9.0938,140.9906,-5.5253,-1.6861,87.8204,33.41472517,-111.92139578,6.23999977,337.42767334,
35.633406,-0.0346,0.0489,0.9733,-0.1424,-0.3313,-0.2788,0.0076,-0.0240,-0.0686,-29.7000,1.6875,13.5188,140.4474,-5.2978,-1.7084,87.8204,33.41472517,-111.92139578,6.23999977,337.32928467,
35.733724,-0.0327,0.0572,0.9698,-0.0187,-0.2788,-0.0859,-0.0020,-0.0091,-0.0622,-29.3438,2.0813,13.7625,139.9419,-5.0506,-1.7241,88.6931,33.41474990,-111.92131836,6.38000011,337.32928467,
35.833534,-0.0615,0.0577,1.0260,-0.0459,0.1628,0.0773,0.0278,-0.0644,-0.0633,-29.4563,0.6562,16.3313,139.1422,-4.7045,-1.7053,88.6931,33.41474990,-111.92131836,6.38000011,337.32928467,
35.935125,-0.0488,0.0382,1.0158,0.0024,-0.4147,0.1089,-0.0276,-0.0485,-0.0728,-27.9375,1.1250,18.6938,138.7173,-4.3691,-1.6383,88.6931,33.41474990,-111.92131836,6.38000011,337.32928467,
36.035474,-0.0517,0.0509,1.0001,-0.1238,-0.2621,0.0461,-0.0009,-0.0719,-0.0590,-26.0250,0.8813,19.2750,138.5661,-4.0664,-1.5510,92.1934,33.41474990,-111.92131836,6.38000011,337.32928467,
36.135714,-0.0341,0.0191,0.9796,-0.0621,-0.1960,-0.4056,0.0001,0.0101,-0.0579,-25.4813,-0.7875,22.3875,138.5730,-3.8193,-1.5514,92.1934,33.41474990,-111.92131836,6.38000011,337.32928467,
36.236103,-0.0732,0.0528,0.9581,0.1608,-0.2002,0.5715,0.0044,-0.0389,-0.0526,-21.8625,-3.4125,28.0688,136.9183,-3.5103,-1.5310,92.1934,33.41474990,-111.92131836,6.38000011,337.32928467,
36.337332,-0.0415,0.0186,1.0221,-0.0488,-0.4162,0.2809,0.0044,-0.0389,-0.0526,-20.2688,-1.2000,29.0438,136.2857,-3.1945,-1.5330,91.9816,33.41474990,-111.92131836,6.38000011,337.32928467,
36.438046,-0.0341,0.0162,1.0001,-0.0260,-0.2338,-0.1245,-0.0190,-0.0186,-0.0558,-19.4813,-5.9438,32.5688,135.3900,-2.7297,-1.4972,91.9816,33.41474990,-111.92131836,6.38000011,337.32928467,
36.537271,-0.0302,0.0225,0.9864,0.0912,-0.1940,-0.3251,-0.0063,0.0165,-0.0483,-17.5875,-4.9313,35.4938,134.7856,-2.4140,-1.5390,91.9816,33.41474990,-111.92131836,6.38000011,337.32928467,
36.638050,-0.0473,-0.0063,0.9933,-0.1463,-0.3552,-0.0719,-0.0148,-0.0261,-0.0451,-16.8938,-5.3250,40.1625,132.9485,-2.0752,-1.5209,93.9049,33.41474990,-111.92131836,6.38000011,340.31921387,
36.738201,-0.0351,0.0059,1.0138,-0.1647,-0.2443,0.0256,-0.0095,-0.0186,-0.0430,-16.9125,-7.2750,41.9250,132.5011,-1.6859,-1.6070,93.9049,33.41475628,-111.92125325,6.88999987,340.31921387,
36.838189,-0.0327,-0.0092,0.9786,0.0005,-0.2805,0.1577,0.0033,-0.0048,-0.0419,-13.1250,-8.5125,46.7812,131.1234,-1.3749,-1.5807,93.9049,33.41475628,-111.92125325,6.88999987,340.31921387,
36.940325,-0.0332,-0.0122,1.0055,-0.0230,-0.2840,0.0316,0.0076,0.0091,-0.0387,-12.2063,-7.7063,48.4875,129.6648,-1.0868,-1.6634,90.2256,33.41475628,-111.92125325,6.88999987,340.31921387,
37.038986,-0.0503,-0.0376,0.9840,-0.1706,-0.6066,-0.2005,-0.0063,-0.0123,-0.0345,-11.6625,-10.3313,51.8438,127.7144,-0.7271,-1.7272,90.2256,33.41475628,-111.92125325,6.88999987,340.31921387,
37.139652,-0.0405,-0.0283,1.0260,-0.1282,-0.3553,0.1669,-0.0084,-0.0091,-0.0356,-6.9750,-12.7125,57.1125,124.9069,-0.2109,-1.7936,90.2256,33.41475628,-111.92125325,6.88999987,340.31921387,
37.240112,-0.0547,-0.0376,0.9864,-0.1444,-0.3069,-0.0216,-0.0084,-0.0133,-0.0292,-8.7375,-7.3500,50.1938,123.4275,0.1176,-1.8334,87.7962,33.41475628,-111.92125325,6.88999987,340.31921387,
37.341589,-0.0405,-0.0459,0.9996,-0.1415,-0.3401,-0.0367,-0.0052,0.0123,-0.0270,-8.7000,-10.0688,49.6688,121.3154,0.4586,-1.9932,87.7962,33.41475628,-111.92125325,6.88999987,340.31921387,
37.442051,-0.0576,-0.0493,0.9938,-0.1202,-0.3449,0.1316,0.0097,-0.0101,-0.0270,-6.2813,-11.2688,55.7438,118.2394,0.7664,-2.0612,87.7962,33.41475628,-111.92125325,6.88999987,340.31921387,
37.546152,-0.0468,-0.0600,1.0153,-0.0821,-0.4191,0.1721,0.0076,-0.0176,-0.0260,-4.8188,-11.3250,56.4750,114.8661,1.0971,-2.1158,87.7257,33.41475628,-111.92125325,6.88999987,340.31921387,
37.646878,-0.0498,-0.0581,0.9737,-0.1902,-0.3104,-0.1508,0.0065,0.0080,-0.0217,-6.7125,-12.7500,57.8438,111.7349,1.4156,-2.1851,87.7257,33.41475628,-111.92125325,6.88999987,340.85742188,
37.746776,-0.0454,-0.0664,0.9840,0.0317,-0.3377,-0.1459,-0.0052,0.0048,-0.0196,-3.7125,-12.9000,60.0750,107.7524,1.7395,-2.2916,87.7257,33.41476058,-111.92117603,7.36000013,340.85742188,
37.846357,-0.0566,-0.0742,0.9952,-0.2270,-0.2849,-0.0441,-0.0073,-0.0091,-0.0174,-1.4438,-14.2875,69.1688,103.9266,2.0810,-2.3531,87.1285,33.41476058,-111.92117603,7.36000013,340.85742188,
37.946873,-0.0444,-0.0683,1.0138,0.0144,-0.2689,0.0707,-0.0073,0.0059,-0.0142,-2.7188,-15.0938,72.0938,99.8940,2.4248,-2.4406,87.1285,33.41476058,-111.92117603,7.36000013,340.85742188,
38.047474,-0.0547,-0.0762,0.9801,-0.0554,-0.2787,-0.0610,-0.0041,0.0112,-0.0142,-0.9188,-16.4250,74.7188,95.8032,2.7426,-2.5146,87.1285,33.41476058,-111.92117603,7.36000013,340.85742188,
38.147880,-0.0498,-0.0732,1.0119,-0.0436,-0.2503,0.1066,0.0065,-0.0016,-0.0153,-1.4062,-15.5063,73.0125,91.8730,3.0255,-2.6015,88.0900,33.41476058,-111.92117603,7.36000013,340.85742188,
38.247942,-0.0581,-0.0874,0.9948,-0.0621,-0.2466,-0.0697,-0.0020,0.0027,-0.0121,-1.8563,-16.1438,74.6813,88.2361,3.2559,-2.6590,88.0900,33.41476058,-111.92117603,7.36000013,340.85742188,
38.351065,-0.0488,-0.0908,1.0040,-0.1439,-0.2729,-0.0392,-0.0052,0.0016,-0.0121,0.0375,-17.5688,78.2625,84.0157,3.5344,-2.7507,88.2167,33.41476058,-111.92117603,7.36000013,340.85742188,
38.449742,-0.0454,-0.0996,1.0133,-0.0634,-0.2747,0.0228,-0.0095,-0.0027,-0.0100,0.3750,-17.0063,76.7438,79.6924,3.8446,-2.8038,88.2167,33.41476058,-111.92117603,7.36000013,340.85742188,
38.550053,-0.0468,-0.1006,0.9992,0.0492,-0.2759,0.0776,-0.0031,0.0016,-0.0079,0.4688,-16.2938,76.1063,76.0347,4.1010,-2.8490,88.2167,33.41476058,-111.92117603,7.36000013,340.85742188,
38.655688,-0.0581,-0.1079,1.0104,-0.0506,-0.3123,0.0973,-0.0009,-0.0059,-0.0100,1.5000,-18.5813,80.9438,71.5255,4.4035,-2.9077,85.8663,33.41476058,-111.92117603,7.36000013,341.62518311,
38.756353,-0.0547,-0.1143,1.0006,-0.0492,-0.2151,0.0457,-0.0041,-0.0197,-0.0121,2.1750,-17.2500,79.2000,67.3594,4.6824,-2.9049,85.8663,33.41477280,-111.92110063,6.69000006,341.62518311,
38.856796,-0.0639,-0.1153,1.0060,-0.0611,-0.2277,-0.0483,0.0033,-0.0080,-0.0079,3.8438,-18.7125,81.0938,64.1692,4.8979,-2.8703,85.8663,33.41477280,-111.92110063,6.69000006,341.62518311,
38.956882,-0.0488,-0.1104,1.0075,0.0238,-0.2745,0.0401,0.0001,0.0091,-0.0079,1.9500,-20.0063,83.8313,60.5733,5.1519,-2.9180,86.4362,33.41477280,-111.92110063,6.69000006,341.62518311,
39.057636,-0.0591,-0.1094,0.9904,-0.1099,-0.2039,0.0501,0.0033,0.0027,-0.0111,4.0688,-18.8063,82.2375,57.5428,5.4025,-2.9306,86.4362,33.41477280,-111.92110063,6.69000006,341.62518311,
39.157494,-0.0420,-0.1187,0.9938,-0.0972,-0.1422,0.1252,0.0001,-0.0080,-0.0089,4.2563,-19.1250,81.8063,54.7395,5.6245,-2.9241,86.4362,33.41477280,-111.92110063,6.69000006,341.62518311,
39.258793,-0.0483,-0.1192,1.0016,-0.0100,-0.1993,0.1416,0.0012,0.0048,-0.0079,4.5563,-19.3875,85.6500,52.1830,5.7993,-2.9399,87.1899,33.41477280,-111.92110063,6.69000006,341.62518311,
39.360230,-0.0547,-0.1270,1.0055,-0.0129,-0.1670,0.1312,0.0065,-0.0027,-0.0089,3.1875,-19.6125,84.0375,50.2950,5.9734,-2.9646,87.1899,33.41477280,-111.92110063,6.69000006,341.62518311,
39.459775,-0.0429,-0.1314,1.0075,0.0082,-0.1637,-0.0551,-0.0020,0.0027,-0.0057,4.8188,-18.7688,83.5500,48.1624,6.1648,-2.9926,87.1899,33.41477280,-111.92110063,6.69000006,341.62518311,
39.570917,-0.0600,-0.1226,1.0187,0.0736,-0.1604,0.0480,0.0076,-0.0091,-0.0057,5.0250,-18.7313,85.6313,46.2598,6.3606,-2.9710,85.9588,33.41477280,-111.92110063,6.69000006,340.73852539,
39.660954,-0.0444,-0.1319,0.9943,-0.0445,-0.1374,0.0755,0.0044,-0.0112,-0.0047,3.1875,-18.0188,85.2563,44.5012,6.5074,-2.9575,85.9588,33.41477314,-111.92104314,6.13000011,340.73852539,
39.761545,-0.0424,-0.1333,1.0011,-0.0033,-0.1475,0.1204,-0.0020,0.0048,-0.0047,3.3563,-18.9375,83.9250,42.7273,6.6931,-2.9913,85.9588,33.41477314,-111.92104314,6.13000011,340.73852539,
39.860871,-0.0468,-0.1441,1.0060,-0.0459,-0.1768,0.0975,-0.0031,-0.0016,-0.0057,5.4750,-19.0312,88.0312,41.7518,6.8489,-2.9636,86.5274,33.41477314,-111.92104314,6.13000011,340.73852539,
39.962158,-0.0508,-0.1245,1.0167,0.0658,-0.1280,-0.0292,0.0087,0.0069,-0.0057,5.1938,-19.7250,92.4375,40.2708,7.0116,-2.9871,86.5274,33.41477314,-111.92104314,6.13000011,340.73852539,
40.062886,-0.0649,-0.1314,1.0065,-0.0653,-0.0810,-0.0817,0.0023,-0.0037,-0.0057,3.8063,-19.1250,92.2500,39.7246,7.1201,-2.9576,86.5274,33.41477314,-111.92104314,6.13000011,340.73852539,
40.163932,-0.0381,-0.1338,1.0026,0.0167,-0.1215,0.0679,0.0023,0.0101,-0.0068,2.4938,-20.4750,93.5813,38.1376,7.2654,-3.0184,86.9810,33.41477314,-111.92104314,6.13000011,340.73852539,
40.264354,-0.0527,-0.1382,0.9933,0.0065,-0.0742,-0.0844,0.0012,0.0027,-0.0068,3.1313,-19.0688,90.0188,37.4722,7.3687,-3.0132,86.9810,33.41477314,-111.92104314,6.13000011,340.73852539,
40.364409,-0.0503,-0.1426,0.9952,0.0462,-0.0903,0.0462,-0.0009,0.0016,-0.0025,3.1688,-19.2188,89.6625,36.3720,7.4780,-3.0551,86.9810,33.41477314,-111.92104314,6.13000011,340.73852539,
40.464455,-0.0615,-0.1387,1.0045,0.0410,-0.0526,0.0678,0.0033,0.0154,-0.0036,2.6813,-19.6313,91.0688,35.0660,7.5983,-3.1153,86.6868,33.41477314,-111.92104314,6.13000011,340.73852539,
40.565285,-0.0591,-0.1411,1.0099,0.0485,-0.1119,0.0789,0.0044,0.0080,-0.0015,2.0063,-18.5625,88.0125,34.2668,7.6634,-3.1595,86.6868,33.41477314,-111.92104314,6.13000011,341.65863037,
40.664986,-0.0615,-0.1460,1.0035,-0.0193,-0.0820,-0.1385,0.0044,-0.0186,-0.0036,0.3938,-19.6500,86.6813,34.1588,7.7312,-3.1190,86.6868,33.41478294,-111.92096429,6.36000013,341.65863037,
40.765653,-0.0527,-0.1499,1.0040,-0.0446,-0.0582,0.0579,0.0140,-0.0101,-0.0025,1.5375,-19.1438,87.0375,33.3285,7.7334,-3.0656,86.2200,33.41478294,-111.92096429,6.36000013,341.65863037,
40.865380,-0.0600,-0.1358,0.9894,0.0027,-0.0913,-0.0439,-0.0009,0.0069,-0.0025,1.8188,-17.9438,86.2125,33.3517,7.6959,-2.9751,86.2200,33.41478294,-111.92096429,6.36000013,341.65863037,
40.966200,-0.0532,-0.1431,1.0016,-0.0531,-0.0315,0.0225,-0.0105,0.0154,-0.0047,-0.2812,-16.8375,81.3750,32.7121,7.7667,-3.0505,86.2200,33.41478294,-111.92096429,6.36000013,341.65863037,
41.067703,-0.0542,-0.1460,1.0094,-0.0297,-0.0677,0.0417,0.0023,0.0154,0.0007,1.1250,-16.5938,84.9375,32.6477,7.8118,-3.1771,87.3928,33.41478294,-111.92096429,6.36000013,341.65863037,
41.167798,-0.0649,-0.1416,1.0035,0.0065,-0.0943,0.1151,0.0044,-0.0101,-0.0036,-0.1688,-16.7250,81.7875,32.1504,7.8566,-3.1668,87.3928,33.41478294,-111.92096429,6.36000013,341.65863037,
41.268848,-0.0532,-0.1407,1.0177,0.0481,-0.0226,0.2191,0.0076,0.0059,-0.0015,0.9000,-18.2250,81.3750,32.1721,7.8632,-3.1096,87.3928,33.41478294,-111.92096429,6.36000013,341.65863037,
41.372942,-0.0644,-0.1397,1.0070,-0.0639,-0.0195,0.0606,0.0097,0.0037,-0.0015,1.0312,-17.1375,82.9688,31.9580,7.8262,-3.0873,89.3959,33.41478294,-111.92096429,6.36000013,341.65863037,
41.472917,-0.0605,-0.1387,1.0026,0.0541,-0.0581,0.0223,-0.0031,0.0059,-0.0015,-0.3375,-15.6188,79.5563,31.6098,7.8358,-3.1115,89.3959,33.41478294,-111.92096429,6.36000013,341.65863037,
41.573934,-0.0488,-0.1338,1.0158,0.1090,0.0321,0.1357,-0.0063,0.0101,-0.0036,-1.1063,-15.6000,76.6688,31.9881,7.8744,-3.1194,89.3959,33.41478294,-111.92096429,6.36000013,341.33032227,
41.673781,-0.0600,-0.1314,1.0021,-0.0773,0.0544,-0.1194,0.0055,0.0037,-0.0025,-1.4625,-15.6750,78.3750,32.2235,7.8436,-3.1358,87.3817,33.41479717,-111.92089793,6.51000023,341.33032227,
41.774319,-0.0591,-0.1314,1.0177,-0.0563,0.0451,0.0297,0.0001,-0.0048,-0.0004,-2.4750,-15.0375,74.2125,32.3539,7.7894,-3.1600,87.3817,33.41479717,-111.92089793,6.51000023,341.33032227,
41.874704,-0.0615,-0.1245,0.9908,0.0104,0.1182,-0.1445,0.0001,0.0005,-0.0015,-4.4813,-15.5438,75.7500,32.3077,7.7533,-3.1877,87.3817,33.41479717,-111.92089793,6.51000023,341.33032227,
41.975184,-0.0522,-0.1314,1.0177,0.0328,0.1098,0.1056,0.0087,0.0091,0.0007,-4.6500,-15.7313,74.9438,32.8254,7.6718,-3.1816,87.2950,33.41479717,-111.92089793,6.51000023,341.33032227,
42.075436,-0.0644,-0.1270,0.9943,-0.0912,0.0281,-0.0251,0.0044,0.0048,-0.0025,-3.8438,-14.7000,70.8563,33.3085,7.5332,-3.2180,87.2950,33.41479717,-111.92089793,6.51000023,341.33032227,
42.176319,-0.0571,-0.1240,0.9938,0.0262,0.0692,-0.0928,-0.0052,0.0016,-0.0025,-3.5250,-13.5750,69.5250,33.5686,7.4740,-3.2285,87.2950,33.41479717,-111.92089793,6.51000023,341.33032227,
42.276267,-0.0561,-0.1167,0.9977,-0.0652,0.1550,-0.0453,-0.0073,-0.0027,-0.0025,-3.9188,-14.1750,72.2438,34.0430,7.4178,-3.2147,86.6835,33.41479717,-111.92089793,6.51000023,341.33032227,
42.377149,-0.0571,-0.1182,1.0050,-0.0601,0.0966,0.1495,-0.0031,-0.0112,-0.0015,-4.6125,-13.4625,69.0000,34.5902,7.3259,-3.2182,86.6835,33.41479717,-111.92089793,6.51000023,341.33032227,
42.476905,-0.0415,-0.1201,1.0055,0.0831,0.0571,-0.0015,0.0001,-0.0133,-0.0047,-5.0063,-12.6375,66.5625,36.1881,7.2382,-3.1082,86.6835,33.41479717,-111.92089793,6.51000023,341.33032227,
42.577114,-0.0537,-0.1133,0.9943,0.0219,0.0778,-0.0957,0.0023,0.0005,-0.0036,-4.9688,-11.9625,67.3500,37.4893,7.1419,-3.0133,83.6637,33.41479717,-111.92089793,6.51000023,339.51794434,
42.677169,-0.0512,-0.1148,1.0055,-0.0417,0.0714,0.0456,0.0001,-0.0037,-0.0015,-5.0625,-12.0750,65.8688,37.8282,7.0425,-3.0212,83.6637,33.41472111,-111.92084457,3.35999990,339.51794434,
42.778204,-0.0625,-0.1128,0.9918,-0.0692,0.0841,-0.0867,-0.0020,0.0016,-0.0025,-6.5250,-11.4000,64.8000,38.0887,6.9511,-3.0542,83.6637,33.41472111,-111.92084457,3.35999990,339.51794434,
42.878608,-0.0517,-0.1099,1.0055,0.0241,0.1291,-0.0013,-0.0084,0.0027,-0.0025,-6.5813,-13.0500,69.1500,38.4934,6.8695,-3.0876,81.4850,33.41472111,-111.92084457,3.35999990,339.51794434,
42.979212,-0.0517,-0.1045,0.9899,0.0351,0.1372,-0.0075,0.0001,0.0059,-0.0004,-7.8188,-12.2813,63.7313,39.3996,6.7769,-3.0665,81.4850,33.41472111,-111.92084457,3.35999990,339.51794434,
43.079297,-0.0527,-0.1113,1.0011,0.0455,0.0543,0.0839,-0.0009,0.0048,-0.0015,-8.1562,-12.5063,63.5250,39.9518,6.7131,-3.0610,81.4850,33.41472111,-111.92084457,3.35999990,339.51794434,
43.179744,-0.0620,-0.0967,0.9952,-0.0817,0.1337,-0.0283,-0.0052,-0.0059,-0.0036,-8.5688,-10.9313,63.1313,40.2188,6.6392,-3.0949,83.5924,33.41472111,-111.92084457,3.35999990,339.51794434,
43.280308,-0.0556,-0.1011,0.9952,0.0188,0.1326,-0.0148,-0.0052,-0.0059,-0.0015,-8.1562,-10.6875,59.8875,40.9281,6.5265,-3.1176,83.5924,33.41472111,-111.92084457,3.35999990,339.51794434,
43.381065,-0.0527,-0.0986,0.9992,0.0503,0.1145,-0.0246,-0.0041,-0.0027,-0.0047,-6.8625,-11.1188,59.2688,42.2838,6.4224,-3.0700,83.5924,33.41472111,-111.92084457,3.35999990,339.51794434,
43.481206,-0.0517,-0.0986,1.0050,0.0090,0.1177,0.0716,-0.0020,0.0005,-0.0015,-7.8750,-10.0312,60.7875,43.6640,6.2931,-3.0465,85.1807,33.41472111,-111.92084457,3.35999990,339.51794434,
43.581131,-0.0615,-0.0962,1.0026,-0.0615,0.1399,0.0165,-0.0020,0.0027,-0.0015,-8.0063,-10.4438,56.8688,43.9244,6.1846,-3.1231,85.1807,33.41472111,-111.92084457,3.35999990,339.65161133,
43.682563,-0.0571,-0.0845,0.9982,-0.0304,0.1902,-0.0717,0.0023,0.0005,-0.0004,-8.6625,-10.9500,58.3500,44.5047,6.0550,-3.1904,85.1807,33.41469835,-111.92081113,2.88000011,339.65161133,
43.783905,-0.0464,-0.0825,1.0016,0.0674,0.2146,0.0027,0.0001,-0.0069,0.0017,-9.0188,-10.9688,59.5125,46.8610,5.8570,-3.1579,84.6378,33.41469835,-111.92081113,2.88000011,339.65161133,
43.884762,-0.0591,-0.0757,0.9992,-0.0240,0.2188,-0.0583,0.0001,-0.0016,-0.0004,-9.6375,-11.4375,58.5188,49.7576,5.6606,-3.0823,84.6378,33.41469835,-111.92081113,2.88000011,339.65161133,
43.984409,-0.0561,-0.0732,1.0006,-0.0123,0.1858,0.0245,0.0044,0.0048,-0.0015,-9.4500,-11.9813,56.1188,51.8779,5.4575,-3.1093,84.6378,33.41469835,-111.92081113,2.88000011,339.65161133,
44.085964,-0.0571,-0.0683,0.9987,-0.0250,0.2177,-0.0237,0.0055,-0.0037,-0.0015,-9.3188,-10.5938,58.0688,54.9189,5.2281,-3.0935,84.5703,33.41469835,-111.92081113,2.88000011,339.65161133,
44.184987,-0.0561,-0.0625,0.9996,0.0043,0.2406,0.0062,0.0001,-0.0048,-0.0015,-9.6375,-10.8375,55.0125,58.7835,4.9855,-3.0277,84.5703,33.41469835,-111.92081113,2.88000011,339.65161133,
44.285813,-0.0517,-0.0595,1.0055,-0.0146,0.2334,-0.0188,0.0055,0.0069,-0.0025,-8.6813,-10.3875,55.4250,62.0392,4.7655,-3.0176,84.5703,33.41469835,-111.92081113,2.88000011,339.65161133,
44.385636,-0.0542,-0.0542,1.0040,0.0006,0.2200,0.0108,0.0023,-0.0005,-0.0025,-9.1313,-10.6125,58.4813,65.0430,4.5469,-3.0642,84.4375,33.41469835,-111.92081113,2.88000011,339.65161133,
44.486965,-0.0552,-0.0527,1.0026,0.0023,0.2205,0.0412,0.0001,-0.0005,-0.0004,-9.3750,-9.7875,55.2375,68.8261,4.3120,-3.0741,84.4375,33.41469835,-111.92081113,2.88000011,339.65161133,
44.585792,-0.0556,-0.0454,1.0040,-0.0476,0.2690,-0.0112,0.0033,-0.0005,-0.0025,-9.5250,-9.3750,54.3188,73.3686,4.0506,-3.0741,84.4375,33.41469835,-111.92081113,2.88000011,340.20770264,
44.686391,-0.0512,-0.0371,1.0065,0.0169,0.2682,0.0194,0.0033,-0.0016,-0.0004,-9.5250,-9.8625,57.8625,78.2014,3.7821,-3.0920,83.6974,33.41470130,-111.92078928,2.64000010,340.20770264,
44.790633,-0.0522,-0.0361,0.9957,-0.0030,0.2390,-0.0373,0.0044,-0.0080,-0.0004,-9.5250,-9.9750,55.5938,82.8845,3.5413,-3.0485,83.6974,33.41470130,-111.92078928,2.64000010,340.20770264,
44.890558,-0.0527,-0.0341,1.0016,0.0199,0.2117,0.0226,0.0023,0.0037,-0.0015,-9.2063,-10.3125,56.9813,87.5154,3.2995,-3.0419,83.6974,33.41470130,-111.92078928,2.64000010,340.20770264,
44.989734,-0.0547,-0.0263,1.0035,-0.0228,0.2569,0.0132,0.0023,0.0005,-0.0025,-10.1063,-9.3188,57.3563,92.3770,3.0478,-3.0710,85.9329,33.41470130,-111.92078928,2.64000010,340.20770264,
45.088975,-0.0556,-0.0180,1.0045,-0.0190,0.2813,0.0025,0.0012,0.0027,-0.0004,-9.7875,-9.2625,55.5375,97.8194,2.7720,-3.1210,85.9329,33.41470130,-111.92078928,2.64000010,340.20770264,
45.188246,-0.0556,-0.0126,1.0026,-0.0256,0.2791,0.0242,0.0012,-0.0059,-0.0015,-10.6500,-9.3000,54.7875,103.2203,2.4937,-3.1408,85.9329,33.41470130,-111.92078928,2.64000010,340.20770264,
45.288424,-0.0552,-0.0117,1.0001,-0.0002,0.2612,-0.0077,0.0012,-0.0069,-0.0015,-9.8063,-10.7812,58.6875,108.1368,2.2211,-3.1236,86.7824,33.41470130,-111.92078928,2.64000010,340.20770264,
45.391956,-0.0542,-0.0087,1.0006,0.0359,0.2382,-0.0258,0.0001,0.0037,-0.0004,-10.5750,-9.7688,56.9063,112.2417,1.9851,-3.1236,86.7824,33.41470130,-111.92078928,2.64000010,340.20770264,
45.491226,-0.0566,0.0064,1.0006,0.0153,0.3556,0.0469,0.0055,0.0027,-0.0025,-10.5375,-9.9000,56.6813,117.0442,1.6930,-3.1282,86.7824,33.41470130,-111.92078928,2.64000010,340.20770264,
45.591076,-0.0552,-0.0097,0.9982,-0.0046,0.1828,-0.0046,0.0001,-0.0005,0.0007,-11.3625,-9.3563,56.8875,120.6674,1.4607,-3.1396,85.4821,33.41470130,-111.92078928,2.64000010,341.68273926,
45.694720,-0.0522,-0.0112,1.0031,0.0149,0.1179,0.0338,0.0001,0.0027,-0.0015,-11.3438,-9.5625,55.5188,122.6451,1.3163,-3.1290,85.4821,33.41468052,-111.92074226,3.06999993,341.68273926,
